person_id,full_name,other_names,assnat_url
5897,johanne morasse,morasse,/fr/deputes/morasse-johanne-5897/index.html
2577,john ciaccia,ciaccia,/fr/deputes/ciaccia-john-2577/index.html
17855,jonatan julien,julien,/fr/deputes/julien-jonatan-17855/index.html
5841,jonathan valois,valois,/fr/deputes/valois-jonathan-5841/index.html
3119,joseph facal,facal,/fr/deputes/facal-joseph-3119/index.html
649,julie boulet,boulet,/fr/deputes/boulet-julie-649/index.html
900011,kariana bourassa,bourassa ; mme bourassa,
19255,karine boivin roy,boivin roy mme boivin roy,/fr/deputes/boivin-roy-karine-19255/index.html
12173,karine vallieres,vallieres,/fr/deputes/vallieres-karine-12173/index.html
5801,karl blackburn,blackburn,/fr/deputes/blackburn-karl-5801/index.html
19303,kateri champagne jourdain,jourdain ; mme jourdain,/fr/deputes/champagne-jourdain-kateri-19303/index.html
33,kathleen weil,weil,/fr/deputes/weil-kathleen-33/index.html
5921,laurent lessard,lessard,/fr/deputes/lessard-laurent-5921/index.html
900012,lawrence bergman,bergman,
2901,leandre dion,dion,/fr/deputes/dion-leandre-2901/index.html
12175,leo bureaublouin,bureaublouin,/fr/deputes/bureau-blouin-leo-12175/index.html
2283,levis brien,brien,/fr/deputes/brien-levis-2283/index.html
19313,linda caron,caron ; mme caron,/fr/deputes/caron-linda-19313/index.html
3501,linda goupil,goupil,/fr/deputes/goupil-linda-3501/index.html
5883,linda lapointe,NA,/fr/deputes/lapointe-linda-5883/index.html
663,line beauchamp,beauchamp,/fr/deputes/beauchamp-line-663/index.html
17893,lionel carmant,carmant ; m. carmant ; m.carmant,/fr/deputes/carmant-lionel-17893/index.html
15389,lise lavallee,lavallee,/fr/deputes/lavallee-lise-15389/index.html
1355,lise theriault,theriault,/fr/deputes/theriault-lise-1355/index.html
45,lisette lapointe,NA,/fr/deputes/lapointe-lisette-45/index.html
3285,liza frulla,frulla,/fr/deputes/frulla-liza-3285/index.html
287,lorraine richard,richard,/fr/deputes/richard-lorraine-287/index.html
17879,louis lemieux,lemieux,/fr/deputes/lemieux-louis-17879/index.html
18073,louischarles thouin,thouin,/fr/deputes/thouin-louis-charles-18073/index.html
293,louise beaudoin,beaudet,/fr/deputes/beaudoin-louise-293/index.html
3597,louise harel,harel,/fr/deputes/harel-louise-3597/index.html
15413,luc blanchette,blanchette,/fr/deputes/blanchette-luc-15413/index.html
685,luc ferland,ferland,/fr/deputes/ferland-luc-685/index.html
15427,luc fortin,NA,/fr/deputes/fortin-luc-15427/index.html
17829,luc provencal,"provencal, m. provencal ; luc provencal",/fr/deputes/provencal-luc-17829/index.html
5837,luc theriault,NA,/fr/deputes/theriault-luc-5837/index.html
12181,luc trudel,NA,/fr/deputes/trudel-luc-12181/index.html
1017,lucie charlebois,charlebois,/fr/deputes/charlebois-lucie-1017/index.html
5889,lucie leblanc,leblanc,/fr/deputes/leblanc-lucie-5889/index.html
17949,lucie lecours,NA,/fr/deputes/lecours-lucie-17949/index.html
4733,lucie papineau,papineau,/fr/deputes/papineau-lucie-4733/index.html
2191,lucien bouchard,bouchard,/fr/deputes/bouchard-lucien-2191/index.html
5891,lucille methe,methe,/fr/deputes/methe-lucille-5891/index.html
4111,lyse leduc,leduc,/fr/deputes/leduc-lyse-4111/index.html
1973,madeleine belanger,NA,/fr/deputes/belanger-madeleine-1973/index.html
19261,madwa nika cadet,cadet ; mme cadet ; Madwa-Nika Cadet réplique,/fr/deputes/cadet-madwa-nika-19261/index.html
19275,maite blanchette vezina,vezina ; mme vezina ; maite blanchette vezina,/fr/deputes/blanchette-vezina-maite-19275/index.html
41,maka kotto,kotto,/fr/deputes/kotto-maka-41/index.html
2135,manon blanchet,blanchet,/fr/deputes/blanchet-manon-2135/index.html
15421,manon masse,masse,/fr/deputes/masse-manon-15421/index.html
5799,marc bellemare,bellemare,/fr/deputes/bellemare-marc-5799/index.html
2225,marc boulianne,boulianne,/fr/deputes/boulianne-marc-2225/index.html
16773,marc bourcier,bourcier,/fr/deputes/bourcier-marc-16773/index.html
177,marc carriere,carriere,/fr/deputes/carriere-marc-177/index.html
655,marc picard,picard,/fr/deputes/picard-marc-655/index.html
900013,marc plante,plante,
11789,marc tanguay,tanguay,/fr/deputes/tanguay-marc-11789/index.html
3939,marcel landry,NA,/fr/deputes/landry-marcel-3939/index.html
4773,marcel parent,parent,/fr/deputes/parent-marcel-4773/index.html
900014,margaret delisle,delisle,
1263,marguerite blais,blais,/fr/deputes/blais-marguerite-1263/index.html
155,marie bouille,bouille,/fr/deputes/bouille-marie-155/index.html
5791,marie gregoire,gregoire,/fr/deputes/gregoire-marie-5791/index.html
255,marie malavoy,malavoy,/fr/deputes/malavoy-marie-255/index.html
15369,marie montpetit,montpetit,/fr/deputes/montpetit-marie-15369/index.html
19293,mariebelle gendron,gendron ; mme gendron,/fr/deputes/gendron-marie-belle-19293/index.html
17865,mariechantal chasse,chasse,/fr/deputes/chasse-mariechantal-17865/index.html
15439,marieclaude nichols,nichols,/fr/deputes/nichols-marie-claude-15439/index.html
17915,marieeve proulx,NA,/fr/deputes/proulx-marie-eve-17915/index.html
18071,marielouise tardif,mme tardif,/fr/deputes/tardif-marie-louise-18071/index.html
17891,marilyne picard,NA,/fr/deputes/picard-marilyne-17891/index.html
17905,mario asselin,asselin,/fr/deputes/asselin-mario-17905/index.html
3041,mario dumont,dumont,/fr/deputes/dumont-mario-3041/index.html
15357,mario laframboise,laframboise,/fr/deputes/laframboise-mario-15357/index.html
423,marjolain dufour,dufour,/fr/deputes/dufour-marjolain-423/index.html
5857,martin camirand,camirand,/fr/deputes/camirand-martin-5857/index.html
15443,martin coiteux,coiteux,/fr/deputes/coiteux-martin-15443/index.html
47,martin lemay,lemay,/fr/deputes/lemay-martin-47/index.html
16495,martin ouellet,NA,/fr/deputes/ouellet-martin-16495/index.html
19297,martine biron,biron ; mme biron,/fr/deputes/biron-martine-19297/index.html
8431,martine ouellet,ouellet,/fr/deputes/ouellet-martine-8431/index.html
17883,marwah rizqy,rizqy ; mme rizqy,/fr/deputes/rizqy-marwah-17883/index.html
959,maryse gaudreault,mme gaudreault,/fr/deputes/gaudreault-maryse-959/index.html
17927,mathieu lacombe,lacombe,/fr/deputes/lacombe-mathieu-17927/index.html
15403,mathieu lemay,lemay,/fr/deputes/lemay-mathieu-15403/index.html
17851,mathieu levesque,NA,/fr/deputes/levesque-mathieu-17851/index.html
19299,mathieu rivest,rivest ; m.rivest ; m. rivest,/fr/deputes/rivest-mathieu-19299/index.html
1303,mathieu traversy,traversy,/fr/deputes/traversy-mathieu-1303/index.html
5093,matthias rioux,rioux,/fr/deputes/rioux-matthias-5093/index.html
5809,maurice clermont,clermont,/fr/deputes/clermont-maurice-5809/index.html
1767,maxime arseneau,arseneau,/fr/deputes/arseneau-maxime-1767/index.html
18217,meganne perrymelancon,mme perry melancon ; meganne perry melancon ; perry melancon ; mme melancon,/fr/deputes/perry-melancon-meganne-18217/index.html
5797,michel audet,audet,/fr/deputes/audet-michel-5797/index.html
