seat_id,seat,annee,partielle,full_name,party_id,person_id,remarque
abitibi,Abitibi,1923,0,"PERRAULT, Joseph-Édouard",PLQ,4841,démissionne 27-09-1923. Voir Arthabaska
abitibi,Abitibi,1923,1,"AUTHIER, Hector",PLQ,1795,
abitibi,Abitibi,1927,0,"AUTHIER, Hector",PLQ,1795,
abitibi,Abitibi,1931,0,"AUTHIER, Hector",PLQ,1795,
abitibi,Abitibi,1935,0,"AUTHIER, Hector",PLQ,1795,ne s'est pas représenté en 1936
abitibi,Abitibi,1936,0,"LESAGE, Émile",UN,4179,défait en 1939. Voir Abitibi-Ouest
abitibi,Abitibi,1939,0,"ALLARD, Félix",PLQ,1725,nommé juge le 27-06-1944
abitibiest,Abitibi-Est,1944,0,"DROUIN, Henri",PLQ,2955,défait en 1948
abitibiest,Abitibi-Est,1948,0,"MIQUELON, Jacques",UN,4507,
abitibiest,Abitibi-Est,1952,0,"MIQUELON, Jacques",UN,4507,
abitibiest,Abitibi-Est,1956,0,"MIQUELON, Jacques",UN,4507,défait en 1960
abitibiest,Abitibi-Est,1960,0,"CLICHE, Lucien",PLQ,2597,
abitibiest,Abitibi-Est,1962,0,"CLICHE, Lucien",PLQ,2597,
abitibiest,Abitibi-Est,1966,0,"CLICHE, Lucien",PLQ,2597,ne s'est pas représenté en 1970
abitibiest,Abitibi-Est,1970,0,"TÉTRAULT, Ronald",RC,5521,défait en 1973
abitibiest,Abitibi-Est,1973,0,"HOUDE, Roger",PLQ,3669,ne s'est pas représenté en 1976
abitibiest,Abitibi-Est,1976,0,"BORDELEAU, Jean-Paul",PQ,2177,
abitibiest,Abitibi-Est,1981,0,"BORDELEAU, Jean-Paul",PQ,2177,défait en 1985
abitibiest,Abitibi-Est,1985,0,"SAVOIE, Raymond",PLQ,5317,
abitibiest,Abitibi-Est,1989,0,"SAVOIE, Raymond",PLQ,5317,ne s'est pas représenté en 1994
abitibiest,Abitibi-Est,1994,0,"PELLETIER, André (PQ)",PQ,,
abitibiest,Abitibi-Est,1998,0,"PELLETIER, André (PQ)",PQ,,ne s'est pas représenté en 2003
abitibiest,Abitibi-Est,2003,0,"CORBEIL, Pierre",PLQ,1107,défait en 2007
abitibiest,Abitibi-Est,2007,0,"WAWANOLOATH, Alexis",PQ,5915,défait en 2008
abitibiest,Abitibi-Est,2008,0,"CORBEIL, Pierre",PLQ,1107,défait en 2012
abitibiest,Abitibi-Est,2012,0,"LAROUCHE, Élizabeth",PQ,12243,défaite en 2014
abitibiest,Abitibi-Est,2014,0,"BOURGEOIS, Guy",PLQ,15353,défait en 2018
abitibiest,Abitibi-Est,2018,0,"DUFOUR, Pierre",CAQ,17823,
abitibiest,Abitibi-Est,2022,0,"DUFOUR, Pierre",CAQ,17823,
abitibiouest,Abitibi-Ouest,1944,0,"LESAGE, Émile",UN,4179,
abitibiouest,Abitibi-Ouest,1948,0,"LESAGE, Émile",UN,4179,
abitibiouest,Abitibi-Ouest,1952,0,"LESAGE, Émile",UN,4179,défait en 1956
abitibiouest,Abitibi-Ouest,1956,0,"COURCY, Alcide",PLQ,2691,
abitibiouest,Abitibi-Ouest,1960,0,"COURCY, Alcide",PLQ,2691,
abitibiouest,Abitibi-Ouest,1962,0,"COURCY, Alcide",PLQ,2691,
abitibiouest,Abitibi-Ouest,1966,0,"COURCY, Alcide",PLQ,2691,défait en 1970
abitibiouest,Abitibi-Ouest,1970,0,"AUDET, Aurèle",RC,1779,défait en 1973
abitibiouest,Abitibi-Ouest,1973,0,"BOUTIN, Jean-Hugues",PLQ,2257,défait en 1976
abitibiouest,Abitibi-Ouest,1976,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,1981,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,1985,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,1989,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,1994,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,1998,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,2003,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,2007,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,2008,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,2012,0,"GENDRON, François",PQ,1423,
abitibiouest,Abitibi-Ouest,2014,0,"GENDRON, François",PQ,1423,ne s'est pas représenté en 2018
abitibiouest,Abitibi-Ouest,2018,0,"BLAIS, Suzanne",CAQ,17825,
abitibiouest,Abitibi-Ouest,2022,0,"BLAIS, Suzanne",CAQ,17825,
acadie,Acadie,1989,0,"BORDELEAU, Yvan",PLQ,2179,
acadie,Acadie,1994,0,"BORDELEAU, Yvan",PLQ,2179,
acadie,Acadie,1998,0,"BORDELEAU, Yvan",PLQ,2179,
acadie,Acadie,2003,0,"BORDELEAU, Yvan",PLQ,2179,ne s'est pas représenté en 2007
acadie,Acadie,2007,0,"ST-PIERRE, Christine",PLQ,1235,
acadie,Acadie,2008,0,"ST-PIERRE, Christine",PLQ,1235,
acadie,Acadie,2012,0,"ST-PIERRE, Christine",PLQ,1235,
acadie,Acadie,2014,0,"ST-PIERRE, Christine",PLQ,1235,
acadie,Acadie,2018,0,"ST-PIERRE, Christine",PLQ,1235,
acadie,Acadie,2022,0,"MORIN, André A.",PLQ,19253,
ahuntsic,Ahuntsic,1966,0,"LEFEBVRE, Jean-Paul",PLQ,4123,ne s'est pas représenté en 1970
ahuntsic,Ahuntsic,1970,0,"CLOUTIER, François",PLQ,2603,voir L'Acadie
anjou,Anjou,1973,0,"TARDIF, Yves",PLQ,5465,défait en 1976
anjou,Anjou,1976,0,"JOHNSON, Pierre Marc",PQ,3721,
anjou,Anjou,1981,0,"JOHNSON, Pierre Marc",PQ,3721,
anjou,Anjou,1985,0,"JOHNSON, Pierre Marc",PQ,3721,démissionne le 10-11-1987
anjou,Anjou,1988,1,"LAROUCHE, René Serge",PLQ,4013,
anjou,Anjou,1989,0,"LAROUCHE, René Serge",PLQ,4013,démissionne le 19-06-1991
anjou,Anjou,1992,1,"BÉLANGER, Pierre",PQ,1977,
anjou,Anjou,1994,0,"BÉLANGER, Pierre",PQ,1977,défait en 1998
anjou,Anjou,1998,0,"LAMOUREUX, Jean-Sébastien",PLQ,3929,démissionne le 25-09-2001
anjou,Anjou,2002,1,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2003,0,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2007,0,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2008,0,"THÉRIAULT, Lise",PLQ,1355,voir Anjou–Louis-Riel
anjou,Anjou,2012,0,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2014,0,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2018,0,"THÉRIAULT, Lise",PLQ,1355,
anjou,Anjou,2022,0,"BOIVIN ROY, Karine",CAQ,19255,
argenteuil,Argenteuil,1867,0,"BELLINGHAM, Sydney Robert",PC,1995,
argenteuil,Argenteuil,1871,0,"BELLINGHAM, Sydney Robert",PC,1995,
argenteuil,Argenteuil,1875,0,"BELLINGHAM, Sydney Robert",PC,1995,ne s'est pas représenté en 1878
argenteuil,Argenteuil,1878,0,"MEIKLE, Robert Greenshields",PLQ,4455,ne s'est pas représenté en 1881
argenteuil,Argenteuil,1881,0,"OWENS, William",PC,4693,
argenteuil,Argenteuil,1886,0,"OWENS, William",PC,4693,
argenteuil,Argenteuil,1890,0,"OWENS, William",PC,4693,démissionne le 20-02-1891
argenteuil,Argenteuil,1892,0,"SIMPSON, William John",PC,5381,défait en 1897
argenteuil,Argenteuil,1897,0,"WEIR, William Alexander",PLQ,5751,
argenteuil,Argenteuil,1900,0,"WEIR, William Alexander",PLQ,5751,
argenteuil,Argenteuil,1904,0,"WEIR, William Alexander",PLQ,5751,nommé ministre le 31-08-1906
argenteuil,Argenteuil,1906,1,"WEIR, William Alexander",PLQ,5751,
argenteuil,Argenteuil,1908,0,"WEIR, William Alexander",PLQ,5751,nommé juge le 11-01-1910
argenteuil,Argenteuil,1910,1,"HAY, John",PLQ,3613,défait en 1912
argenteuil,Argenteuil,1912,0,"SLATER, Harry",PC,5389,défait en 1916
argenteuil,Argenteuil,1916,0,"HAY, John",PLQ,3613,
argenteuil,Argenteuil,1919,0,"HAY, John",PLQ,3613,
argenteuil,Argenteuil,1923,0,"HAY, John",PLQ,3613,décédé le 16-01-1925
argenteuil,Argenteuil,1925,1,"SAINT-JACQUES, Joseph-Léon",PC,5255,ne s'est pas représenté en 1927
argenteuil,Argenteuil,1927,0,"DANSEREAU, Georges",PLQ,2757,
argenteuil,Argenteuil,1931,0,"DANSEREAU, Georges",PLQ,2757,décédé le 26-12-1934
argenteuil,Argenteuil,1935,0,"DANSEREAU, Georges-Étienne",PLQ,2759,
argenteuil,Argenteuil,1936,0,"DANSEREAU, Georges-Étienne",PLQ,2759,
argenteuil,Argenteuil,1939,0,"DANSEREAU, Georges-Étienne",PLQ,2759,
argenteuil,Argenteuil,1944,0,"DANSEREAU, Georges-Étienne",PLQ,2759,défait en 1948
argenteuil,Argenteuil,1948,0,"COTTINGHAM, William McOuat",UN,2681,
argenteuil,Argenteuil,1952,0,"COTTINGHAM, William McOuat",UN,2681,
argenteuil,Argenteuil,1956,0,"COTTINGHAM, William McOuat",UN,2681,
argenteuil,Argenteuil,1960,0,"COTTINGHAM, William McOuat",UN,2681,
argenteuil,Argenteuil,1962,0,"COTTINGHAM, William McOuat",UN,2681,ne s'est pas représenté en 1966
argenteuil,Argenteuil,1966,0,"SAINDON, Zoël",PLQ,5239,
argenteuil,Argenteuil,1970,0,"SAINDON, Zoël",PLQ,5239,
argenteuil,Argenteuil,1973,0,"SAINDON, Zoël",PLQ,5239,
argenteuil,Argenteuil,1976,0,"SAINDON, Zoël",PLQ,5239,démissionne le 15-12-1978
argenteuil,Argenteuil,1979,1,"RYAN, Claude",PLQ,5231,
argenteuil,Argenteuil,1981,0,"RYAN, Claude",PLQ,5231,
argenteuil,Argenteuil,1985,0,"RYAN, Claude",PLQ,5231,
argenteuil,Argenteuil,1989,0,"RYAN, Claude",PLQ,5231,ne s'est pas représenté en 1994
argenteuil,Argenteuil,1994,0,"BEAUDET, Régent L.",PLQ,1885,démissionne le 18-12-1997
argenteuil,Argenteuil,1998,1,"WHISSELL, David",PLQ,65,
argenteuil,Argenteuil,1998,0,"WHISSELL, David",PLQ,65,
argenteuil,Argenteuil,2003,0,"WHISSELL, David",PLQ,65,
argenteuil,Argenteuil,2007,0,"WHISSELL, David",PLQ,65,
argenteuil,Argenteuil,2008,0,"WHISSELL, David",PLQ,65,démissionne le 16-12-2011
argenteuil,Argenteuil,2012,1,"RICHER, Roland",PQ,11785,
argenteuil,Argenteuil,2012,0,"RICHER, Roland",PQ,11785,défait en 2014
argenteuil,Argenteuil,2014,0,"ST-DENIS, Yves",PLQ,15355,défait en 2018
argenteuil,Argenteuil,2018,0,"GRONDIN, Agnès",CAQ,17827,
argenteuil,Argenteuil,2022,0,"GRONDIN, Agnès",CAQ,17827,
arthabaska,Arthabaska,1890,0,"GIROUARD, Joseph-Éna",PLQ,3441,
arthabaska,Arthabaska,1892,0,"GIROUARD, Joseph-Éna",PLQ,3441,
arthabaska,Arthabaska,1897,0,"GIROUARD, Joseph-Éna",PLQ,3441,ne s'est pas représenté en 1900
arthabaska,Arthabaska,1900,0,"TOURIGNY, Paul",PLQ,5581,
arthabaska,Arthabaska,1904,0,"TOURIGNY, Paul",PLQ,5581,
arthabaska,Arthabaska,1908,0,"TOURIGNY, Paul",PLQ,5581,
arthabaska,Arthabaska,1912,0,"TOURIGNY, Paul",PLQ,5581,ne s'est pas représenté en 1916
arthabaska,Arthabaska,1916,0,"PERRAULT, Joseph-Édouard",PLQ,4841,
arthabaska,Arthabaska,1919,0,"PERRAULT, Joseph-Édouard",PLQ,4841,nommé ministre le 25-08-1919
arthabaska,Arthabaska,1919,1,"PERRAULT, Joseph-Édouard",PLQ,4841,
arthabaska,Arthabaska,1923,0,"PERRAULT, Joseph-Édouard",PLQ,4841,
arthabaska,Arthabaska,1927,0,"PERRAULT, Joseph-Édouard",PLQ,4841,
arthabaska,Arthabaska,1931,0,"PERRAULT, Joseph-Édouard",PLQ,4841,
arthabaska,Arthabaska,1935,0,"PERRAULT, Joseph-Édouard",PLQ,4841,ne s'est pas représenté en 1936
arthabaska,Arthabaska,1936,0,"GAGNÉ, Joseph-David",UN,3303,ne s'est pas représenté en 1939
arthabaska,Arthabaska,1939,0,"GIROUARD, Wilfrid",PLQ,3443,nommé juge le 08-05-1942
arthabaska,Arthabaska,1944,0,"PLOURDE, Pierre-Horace",PLQ,4921,ne s'est pas représenté en 1948
arthabaska,Arthabaska,1948,0,"LABBÉ, Wilfrid",UN,3817,
arthabaska,Arthabaska,1952,0,"LABBÉ, Wilfrid",UN,3817,
arthabaska,Arthabaska,1956,0,"LABBÉ, Wilfrid",UN,3817,défait en 1960
arthabaska,Arthabaska,1960,0,"MORISSETTE, Albert",PLQ,4585,
arthabaska,Arthabaska,1962,0,"MORISSETTE, Albert",PLQ,4585,défait en 1966
arthabaska,Arthabaska,1966,0,"GARDNER, Roch",UN,3341,défait en 1970
arthabaska,Arthabaska,1970,0,"MASSÉ, Jean-Gilles",PLQ,4381,
arthabaska,Arthabaska,1973,0,"MASSÉ, Jean-Gilles",PLQ,4381,nommé fonctionnaire le 15-10-1976
arthabaska,Arthabaska,1976,0,"BARIL, Jacques",PQ,1841,
arthabaska,Arthabaska,1981,0,"BARIL, Jacques",PQ,1841,ne s'est pas représenté en 1985
arthabaska,Arthabaska,1985,0,"GARDNER, Laurier",PLQ,3339,défait en 1989
arthabaska,Arthabaska,1989,0,"BARIL, Jacques",PQ,1841,
arthabaska,Arthabaska,1994,0,"BARIL, Jacques",PQ,1841,
arthabaska,Arthabaska,1998,0,"BARIL, Jacques",PQ,1841,ne s'est pas représenté en 2003
arthabaska,Arthabaska,2003,0,"BACHAND, Claude",PLQ,531,défait en 2007
arthabaska,Arthabaska,2007,0,"ROUX, Jean-François",ADQ,5905,défait en 2008
arthabaska,Arthabaska,2008,0,"BACHAND, Claude",PLQ,531,défait en 2012
arthabaska,Arthabaska,2012,0,"ROY, Sylvie",CAQ,1201,
arthabaska,Arthabaska,2014,0,"ROY, Sylvie",CAQ,1201,décédée le 31 juillet 2016
arthabaska,Arthabaska,2016,1,"LEFEBVRE, Éric",CAQ,16777,
arthabaska,Arthabaska,2018,0,"LEFEBVRE, Éric",CAQ,16777,
arthabaska,Arthabaska,2022,0,"LEFEBVRE, Éric",CAQ,16777,
arthabaska,Arthabaska,2025,1,"BOISSONNEAULT, Alex",PQ,20141,
bagot,Bagot,1867,0,"GENDRON, Pierre-Samuel",PC,3397,
bagot,Bagot,1871,0,"GENDRON, Pierre-Samuel",PC,3397,
bagot,Bagot,1875,0,"GENDRON, Pierre-Samuel",PC,3397,démissionne le 12-06-1876
bagot,Bagot,1876,1,"DUPONT, Flavien",PC,3061,défait en 1878
bagot,Bagot,1878,0,"BLAIS, Narcisse",PLQ,2123,défait en 1881
bagot,Bagot,1881,0,"CASAVANT, Antoine",PC,2451,ne s'est pas représenté en 1886
bagot,Bagot,1886,0,"PILON, Joseph",PLQ,4891,défait en 1890
bagot,Bagot,1890,0,"McDONALD, Milton",PC,4429,
bagot,Bagot,1892,0,"McDONALD, Milton",PC,4429,
bagot,Bagot,1897,0,"McDONALD, Milton",PC,4429,ne s'est pas représenté en 1900
bagot,Bagot,1900,0,"DAIGNEAULT, Frédéric-Hector",PLQ,2739,
bagot,Bagot,1904,0,"DAIGNEAULT, Frédéric-Hector",PLQ,2739,
bagot,Bagot,1908,0,"DAIGNEAULT, Frédéric-Hector",PLQ,2739,
bagot,Bagot,1912,0,"DAIGNEAULT, Frédéric-Hector",PLQ,2739,nommé fonctionnaire le 03-01-1913
bagot,Bagot,1913,1,"PHANEUF, Joseph-Émery",PLQ,4863,
bagot,Bagot,1916,0,"PHANEUF, Joseph-Émery",PLQ,4863,
bagot,Bagot,1919,0,"PHANEUF, Joseph-Émery",PLQ,4863,
bagot,Bagot,1923,0,"PHANEUF, Joseph-Émery",PLQ,4863,
bagot,Bagot,1927,0,"PHANEUF, Joseph-Émery",PLQ,4863,
bagot,Bagot,1931,0,"PHANEUF, Joseph-Émery",PLQ,4863,décédé le 09-08-1935
bagot,Bagot,1935,0,"DUMAINE, Cyrille",PLQ,3027,
bagot,Bagot,1936,0,"DUMAINE, Cyrille",PLQ,3027,élection annulée le 30-12-1937
bagot,Bagot,1938,1,"ADAM, Philippe",UN,1719,défait en 1939
bagot,Bagot,1939,0,"DUMAINE, Cyrille",PLQ,3027,
bagot,Bagot,1944,0,"DUMAINE, Cyrille",PLQ,3027,décédé le 11-10-1946
bagot,Bagot,1946,1,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1948,0,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1952,0,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1956,0,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1960,0,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1962,0,"JOHNSON, Daniel (père)",UN,,
bagot,Bagot,1966,0,"JOHNSON, Daniel (père)",UN,,décédé le 26-09-1968
bagot,Bagot,1968,1,"CARDINAL, Jean-Guy",UN,2383,
bagot,Bagot,1970,0,"CARDINAL, Jean-Guy",UN,2383,ne s'est pas représenté en 1973
beauce,Beauce,1867,0,"POZER, Christian Henry",PLQ,4979,
beauce,Beauce,1871,0,"POZER, Christian Henry",PLQ,4979,démissionne le 17-01-1874
beauce,Beauce,1874,1,"DULAC, François-Xavier",PC,3025,
beauce,Beauce,1875,0,"DULAC, François-Xavier",PC,3025,défait en 1878
beauce,Beauce,1878,0,"POIRIER, Joseph",PLQ,4925,ne s'est pas représenté en 1881
beauce,Beauce,1881,0,"BLANCHET, Jean (Beauce)",PC,,nommé ministre le 31-07-1882
beauce,Beauce,1882,1,"BLANCHET, Jean (Beauce)",PC,,
beauce,Beauce,1886,0,"BLANCHET, Jean (Beauce)",PC,,
beauce,Beauce,1890,0,"BLANCHET, Jean (Beauce)",PC,,nommé juge le 19-09-1891
beauce,Beauce,1892,0,"POIRIER, Joseph",PC,4925,nommé fonctionnaire le 12-01-1897
beauce,Beauce,1897,0,"BÉLAND, Henri-Sévérin",PLQ,1955,
beauce,Beauce,1900,0,"BÉLAND, Henri-Sévérin",PLQ,1955,démissionne le 07-01-1902
beauce,Beauce,1902,1,"GODBOUT, Arthur",PLQ,3453,
beauce,Beauce,1904,0,"GODBOUT, Arthur",PLQ,3453,
beauce,Beauce,1908,0,"GODBOUT, Arthur",PLQ,3453,
beauce,Beauce,1912,0,"GODBOUT, Arthur",PLQ,3453,
beauce,Beauce,1916,0,"GODBOUT, Arthur",PLQ,3453,
beauce,Beauce,1919,0,"GODBOUT, Arthur",PLQ,3453,nommé juge le 18-10-1921
beauce,Beauce,1921,1,"FORTIER, Joseph-Hugues",PLQ,3195,
beauce,Beauce,1923,0,"FORTIER, Joseph-Hugues",PLQ,3195,
beauce,Beauce,1927,0,"FORTIER, Joseph-Hugues",PLQ,3195,nommé juge le 03-12-1929
beauce,Beauce,1929,1,"FORTIN, Joseph-Édouard",PLQ,3211,
beauce,Beauce,1931,0,"FORTIN, Joseph-Édouard",PLQ,3211,ne s'est pas représenté en 1935
beauce,Beauce,1935,0,"CLICHE, Vital",PLQ,2599,défait en 1936
beauce,Beauce,1936,0,"POULIN, Raoul",UN,4955,démissionne le 14-12-1936
beauce,Beauce,1937,1,"PERRON, Joseph-Émile",UN,4857,défait en 1939
beauce,Beauce,1939,0,"RENAULT, Henri-René",PLQ,5061,défait en 1944
beauce,Beauce,1944,0,"LACROIX, Édouard",BP,3859,démissionne le 14-05-1945
beauce,Beauce,1945,1,"POULIN, Georges-Octave",UN,4945,
beauce,Beauce,1948,0,"POULIN, Georges-Octave",UN,4945,
beauce,Beauce,1952,0,"POULIN, Georges-Octave",UN,4945,
beauce,Beauce,1956,0,"POULIN, Georges-Octave",UN,4945,défait en 1960
beauce,Beauce,1960,0,"POULIN, Fabien",PLQ,4943,défait en 1962
beauce,Beauce,1962,0,"ALLARD, Paul-Émile",UN,1729,
beauce,Beauce,1966,0,"ALLARD, Paul-Émile",UN,1729,défait en 1970
beauce,Beauce,1970,0,"ROY, Fabien",RC,5207,voir Beauce-Sud
beaucenord,Beauce-Nord,1973,0,"SYLVAIN, Denys",PLQ,5427,défait en 1976
beaucenord,Beauce-Nord,1976,0,"OUELLETTE, Adrien",PQ,4683,
beaucenord,Beauce-Nord,1981,0,"OUELLETTE, Adrien",PQ,4683,défait en 1985
beaucenord,Beauce-Nord,1985,0,"AUDET, Jean",PLQ,1781,
beaucenord,Beauce-Nord,1989,0,"AUDET, Jean",PLQ,1781,ne s'est pas représenté en 1994
beaucenord,Beauce-Nord,1994,0,"POULIN, Normand",PLQ,4953,
beaucenord,Beauce-Nord,1998,0,"POULIN, Normand",PLQ,4953,défait en 2003
beaucenord,Beauce-Nord,2003,0,"GRONDIN, Janvier",ADQ,1337,
beaucenord,Beauce-Nord,2007,0,"GRONDIN, Janvier",ADQ,1337,
beaucenord,Beauce-Nord,2008,0,"GRONDIN, Janvier",ADQ,1337,ne s'est pas représenté en 2012
beaucenord,Beauce-Nord,2012,0,"SPÉNARD, André",CAQ,12211,
beaucenord,Beauce-Nord,2014,0,"SPÉNARD, André",CAQ,12211,ne s'est pas représenté en 2018
beaucenord,Beauce-Nord,2018,0,"PROVENÇAL, Luc",CAQ,17829,
beaucenord,Beauce-Nord,2022,0,"PROVENÇAL, Luc",CAQ,17829,
beaucesud,Beauce-Sud,1973,0,"ROY, Fabien",Parti créditiste,5207,
beaucesud,Beauce-Sud,1976,0,"ROY, Fabien",PNP,5207,démissionne le 05-04-1979
beaucesud,Beauce-Sud,1979,1,"MATHIEU, Hermann",PLQ,4401,
beaucesud,Beauce-Sud,1981,0,"MATHIEU, Hermann",PLQ,4401,ne s'est pas représenté en 1985
beaucesud,Beauce-Sud,1985,0,"DUTIL, Robert",PLQ,641,
beaucesud,Beauce-Sud,1989,0,"DUTIL, Robert",PLQ,641,ne s'est pas représenté en 1994
beaucesud,Beauce-Sud,1994,0,"QUIRION, Paul-Eugène",PLQ,5015,décédé le 24-12-1996
beaucesud,Beauce-Sud,1997,1,"LEBLANC, Diane",PLQ,4075,
beaucesud,Beauce-Sud,1998,0,"LEBLANC, Diane",PLQ,4075,
beaucesud,Beauce-Sud,2003,0,"LEBLANC, Diane",PLQ,4075,défaite en 2007
beaucesud,Beauce-Sud,2007,0,"MORIN, Claude",ADQ,,défait en 2008
beaucesud,Beauce-Sud,2008,0,"DUTIL, Robert",PLQ,641,
beaucesud,Beauce-Sud,2012,0,"DUTIL, Robert",PLQ,641,
beaucesud,Beauce-Sud,2014,0,"DUTIL, Robert",PLQ,641,
beaucesud,Beauce-Sud,2015,1,"BUSQUE, Paul",PLQ,16497,défait en 2018
beaucesud,Beauce-Sud,2018,0,"POULIN, Samuel",CAQ,17831,
beaucesud,Beauce-Sud,2022,0,"POULIN, Samuel",CAQ,17831,
beauharnois,Beauharnois,1867,0,"BERGEVIN, Célestin",PC,2021,défait en 1871
beauharnois,Beauharnois,1871,0,"CARTIER, George-Étienne",PC,2445,décédé le 20-05-1873
beauharnois,Beauharnois,1873,1,"BISSON, Élie-Hercule",PLQ,2091,
beauharnois,Beauharnois,1875,0,"BISSON, Élie-Hercule",PLQ,2091,défait en 1878
beauharnois,Beauharnois,1878,0,"BERGEVIN, Célestin",PC,2021,
beauharnois,Beauharnois,1881,0,"BERGEVIN, Célestin",PC,2021,défait en 1886
beauharnois,Beauharnois,1886,0,"BISSON, Élie-Hercule",PLQ,2091,
beauharnois,Beauharnois,1890,0,"BISSON, Élie-Hercule",PLQ,2091,défait en 1892
beauharnois,Beauharnois,1892,0,"PLANTE, Moïse",PC,4911,décédé le 18-03-1892
beauharnois,Beauharnois,1892,1,"BISSON, Élie-Hercule",PLQ,2091,
beauharnois,Beauharnois,1897,0,"BISSON, Élie-Hercule",PLQ,2091,nommé protonotaire le 30-06-1898
beauharnois,Beauharnois,1898,1,"PLANTE, Arthur",PC,4907,défait en 1900
beauharnois,Beauharnois,1900,0,"BERGEVIN, Achille",PLQ,2019,
beauharnois,Beauharnois,1904,0,"BERGEVIN, Achille",PLQ,2019,défait en 1908
beauharnois,Beauharnois,1908,0,"PLANTE, Arthur",PC,4907,défait en 1912
beauharnois,Beauharnois,1912,0,"ROBERT, Edmund Arthur",PLQ,5111,
beauharnois,Beauharnois,1916,0,"ROBERT, Edmund Arthur",PLQ,5111,ne s'est pas représenté en 1919
beauharnois,Beauharnois,1919,0,"BERGEVIN, Achille",PLQ,2019,défait en 1923
beauharnois,Beauharnois,1923,0,"PLANTE, Arthur",PC,4907,décédé le 31-01-1927
beauharnois,Beauharnois,1927,0,"PAPINEAU, Louis-Joseph",PLQ,,ne s'est pas représenté en 1931
beauharnois,Beauharnois,1931,0,"SAINTONGE, Gontran",PLQ,5261,ne s'est pas représenté en 1935
beauharnois,Beauharnois,1935,0,"SAUVÉ, Delpha",PC,5303,
beauharnois,Beauharnois,1936,0,"SAUVÉ, Delpha",UN,5303,
beauharnois,Beauharnois,1939,0,"SAUVÉ, Delpha",UN,5303,défait en 1944
beauharnois,Beauharnois,1944,0,"LEMIEUX, Albert",BP,4155,ne s'est pas représenté en 1948
beauharnois,Beauharnois,1948,0,"HÉBERT, Edgar",UN,3621,
beauharnois,Beauharnois,1952,0,"HÉBERT, Edgar",UN,3621,
beauharnois,Beauharnois,1956,0,"HÉBERT, Edgar",UN,3621,
beauharnois,Beauharnois,1960,0,"HÉBERT, Edgar",UN,3621,
beauharnois,Beauharnois,1962,0,"CADIEUX, Gérard",PLQ,2345,défait en 1962
beauharnois,Beauharnois,1966,0,"CADIEUX, Gérard",PLQ,2345,
beauharnois,Beauharnois,1970,0,"CADIEUX, Gérard",PLQ,2345,
beauharnois,Beauharnois,1973,0,"CADIEUX, Gérard",PLQ,2345,ne s'est pas représenté en 1976
beauharnois,Beauharnois,1976,0,"LAVIGNE, Laurent",PQ,4039,
beauharnois,Beauharnois,1981,0,"LAVIGNE, Laurent",PQ,4039,ne s'est pas représenté en 1985
beauharnois,Beauharnois,1985,0,"MARCIL, Serge",PLQ,4327,voir Salaberry-Soulanges
beauharnois,Beauharnois,1989,0,(Voir Salaberry-Soulanges ),,,
beauharnois,Beauharnois,2003,0,"DESLIÈRES, Serge",PQ,2875,
beauharnois,Beauharnois,2007,0,"DESLIÈRES, Serge",PQ,2875,ne s'est pas représenté en 2008
beauharnois,Beauharnois,2008,0,"LECLAIR, Guy",PQ,15,
beauharnois,Beauharnois,2012,0,"LECLAIR, Guy",PQ,15,
beauharnois,Beauharnois,2014,0,"LECLAIR, Guy",PQ,15,ne s'est pas représenté en 2018
beauharnois,Beauharnois,2018,0,"REID, Claude",CAQ,17833,
beauharnois,Beauharnois,2022,0,"REID, Claude",CAQ,17833,
beauharnoishuntingdon,Beauharnois-Huntingdon,1989,0,"CHENAIL, André",PLQ,2541,
beauharnoishuntingdon,Beauharnois-Huntingdon,1994,0,"CHENAIL, André",PLQ,2541,
beauharnoishuntingdon,Beauharnois-Huntingdon,1998,0,"CHENAIL, André",PLQ,2541,voir Huntingdon
bellechasse,Bellechasse,1867,0,"PELLETIER, Onésime",PLQ,4817,
bellechasse,Bellechasse,1871,0,"PELLETIER, Onésime",PLQ,4817,défait en 1875
